term	term_name	gene	aspect
GO:0043226	organelle	YHR204W	slim
GO:0016787	hydrolase activity	YHR204W	slim
GO:0016798	hydrolase activity, acting on glycosyl bonds	YHR204W	slim
GO:0009056	catabolic process	YHR204W	slim
GO:0030163	protein catabolic process	YHR204W	slim
GO:0042221	response to chemical	YHR204W	slim
GO:0006950	response to stress	YHR204W	slim
GO:0000785	chromatin	YHR205W	slim
GO:0005737	cytoplasm	YHR205W	slim
GO:0016020	membrane	YHR205W	slim
GO:0005634	nucleus	YHR205W	slim
GO:0043226	organelle	YHR205W	slim
GO:0016301	kinase activity	YHR205W	slim
GO:0016740	transferase activity	YHR205W	slim
GO:0042221	response to chemical	YHR205W	slim
GO:0006979	response to oxidative stress	YHR205W	slim
GO:0006950	response to stress	YHR205W	slim
GO:0005829	cytosol	YHR206W	slim
GO:0005634	nucleus	YHR206W	slim
GO:0043226	organelle	YHR206W	slim
GO:0003677	DNA binding	YHR206W	slim
GO:0003700	DNA-binding transcription factor activity	YHR206W	slim
GO:0006354	DNA-templated transcription elongation	YHR206W	slim
GO:0009058	biosynthetic process	YHR206W	slim
GO:0042221	response to chemical	YHR206W	slim
GO:0006979	response to oxidative stress	YHR206W	slim
GO:0006950	response to stress	YHR206W	slim
GO:0000785	chromatin	YHR207C	slim
GO:0005737	cytoplasm	YHR207C	slim
GO:0005634	nucleus	YHR207C	slim
GO:0043226	organelle	YHR207C	slim
GO:0043167	ion binding	YHR207C	slim
GO:0008168	methyltransferase activity	YHR207C	slim
GO:0016740	transferase activity	YHR207C	slim
GO:0006259	DNA metabolic process	YHR207C	slim
GO:0051276	chromosome organization	YHR207C	slim
GO:0032200	telomere organization	YHR207C	slim
GO:0005829	cytosol	YHR208W	slim
GO:0005739	mitochondrion	YHR208W	slim
GO:0043226	organelle	YHR208W	slim
GO:0016740	transferase activity	YHR208W	slim
GO:0006520	amino acid metabolic process	YHR208W	slim
GO:0009058	biosynthetic process	YHR208W	slim
GO:0009056	catabolic process	YHR208W	slim
GO:0044281	small molecule metabolic process	YHR208W	slim
GO:0006790	sulfur compound metabolic process	YHR208W	slim
GO:0005575	cellular component	YHR209W	slim
GO:0003723	RNA binding	YHR209W	slim
GO:0003729	mRNA binding	YHR209W	slim
GO:0008168	methyltransferase activity	YHR209W	slim
GO:0016740	transferase activity	YHR209W	slim
GO:0042592	homeostatic process	YHR209W	slim
GO:0005575	cellular component	YHR210C	slim
GO:0003674	molecular function	YHR210C	slim
GO:0008150	biological process	YHR210C	slim
GO:0005618	cell wall	YHR211W	slim
GO:0030312	external encapsulating structure	YHR211W	slim
GO:0003674	molecular function	YHR211W	slim
GO:0007155	cell adhesion	YHR211W	slim
GO:0005575	cellular component	YHR212C	slim
GO:0003674	molecular function	YHR212C	slim
GO:0008150	biological process	YHR212C	slim
GO:0005783	endoplasmic reticulum	YHR212W-A	slim
GO:0043226	organelle	YHR212W-A	slim
GO:0003674	molecular function	YHR212W-A	slim
GO:0008150	biological process	YHR212W-A	slim
GO:0005575	cellular component	YHR213W	slim
GO:0003674	molecular function	YHR213W	slim
GO:0008150	biological process	YHR213W	slim
GO:0005829	cytosol	YHR213W-A	slim
GO:0003674	molecular function	YHR213W-A	slim
GO:0008150	biological process	YHR213W-A	slim
GO:0005575	cellular component	YHR213W-B	slim
GO:0003674	molecular function	YHR213W-B	slim
GO:0008150	biological process	YHR213W-B	slim
GO:0005634	nucleus	YHR214C-B	slim
GO:0043226	organelle	YHR214C-B	slim
GO:0043167	ion binding	YHR214C-B	slim
GO:0005575	cellular component	YHR214C-C	slim
GO:0003723	RNA binding	YHR214C-C	slim
GO:0032196	transposition	YHR214C-C	slim
GO:0005575	cellular component	YHR214C-D	slim
GO:0003674	molecular function	YHR214C-D	slim
GO:0008150	biological process	YHR214C-D	slim
GO:0005829	cytosol	YHR214C-E	slim
GO:0003674	molecular function	YHR214C-E	slim
GO:0008150	biological process	YHR214C-E	slim
GO:0005575	cellular component	YHR214W	slim
GO:0003674	molecular function	YHR214W	slim
GO:0008150	biological process	YHR214W	slim
GO:0005575	cellular component	YHR214W-A	slim
GO:0003674	molecular function	YHR214W-A	slim
GO:0008150	biological process	YHR214W-A	slim
GO:0043226	organelle	YHR215W	slim
GO:0005773	vacuole	YHR215W	slim
GO:0016787	hydrolase activity	YHR215W	slim
GO:0016791	phosphatase activity	YHR215W	slim
GO:0008150	biological process	YHR215W	slim
GO:0000785	chromatin	YHR216W	slim
GO:0005737	cytoplasm	YHR216W	slim
GO:0005829	cytosol	YHR216W	slim
GO:0003723	RNA binding	YHR216W	slim
GO:0003682	chromatin binding	YHR216W	slim
GO:0003729	mRNA binding	YHR216W	slim
GO:0016491	oxidoreductase activity	YHR216W	slim
GO:0009058	biosynthetic process	YHR216W	slim
GO:0055086	nucleobase-containing small molecule metabolic process	YHR216W	slim
GO:0044281	small molecule metabolic process	YHR216W	slim
GO:0005575	cellular component	YHR217C	slim
GO:0003674	molecular function	YHR217C	slim
GO:0008150	biological process	YHR217C	slim
GO:0005575	cellular component	YHR218W	slim
GO:0003674	molecular function	YHR218W	slim
GO:0008150	biological process	YHR218W	slim
GO:0005575	cellular component	YHR218W-A	slim
GO:0003674	molecular function	YHR218W-A	slim
GO:0008150	biological process	YHR218W-A	slim
GO:0005575	cellular component	YHR219C-A	slim
GO:0003674	molecular function	YHR219C-A	slim
GO:0008150	biological process	YHR219C-A	slim
GO:0005575	cellular component	YHR219W	slim
